CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
6624,104540070202600069,202600069,2025-01-16,1036,70,1,3,4,18,5,36,2025-01-14T06:23:32,2025-01-14T06:30:32,2025-01-14T22:23:32,14.530199,75.998391,"The complainant Gunbir Dugar reported that on 2025-01-14 at about 06:23 hours, Frado Banik, Indali Bandi and Jagdish Acharya committed an offence of cheating involving Gunbir Dugar within the limits of Davanagere City PS, Davanagere. A duplicate key cut during an earlier recce was used to enter the unoccupied premises. A case has been registered under Section 420 IPC and investigation is in progress at Davanagere City PS."
6625,104540076202600049,202600049,2026-01-26,418,76,1,1,2,10,2,34,2026-01-22T18:41:07,2026-01-22T20:17:07,2026-01-24T11:41:07,14.494879,75.877055,"The complainant Girik Talwar reported that on 2026-01-22 at about 18:41 hours, Ikbal Deshpande and Zehaan Dara committed an offence of robbery involving Nitara Bansal within the limits of Davanagere Central PS, Davanagere. A case has been registered under Section 392 IPC and investigation is in progress at Davanagere Central PS."
6626,104500047202600062,202600062,2025-12-12,171,47,1,3,5,22,4,,2025-12-09T06:12:31,2025-12-09T08:48:31,2025-12-10T15:12:31,15.116646,76.936428,"The complainant Atharv Chad reported that on 2025-12-09 at about 06:12 hours, Ekapad Chaudhry and Brijesh Ramanathan committed an offence of ndps involving Isaac Dhar within the limits of Ballari East PS, Ballari. A case has been registered under Section 20 NDPS and investigation is in progress at Ballari East PS."
6627,104490038202600051,202600051,2025-09-05,1148,38,1,1,1,2,2,19,2025-09-04T15:19:14,2025-09-04T18:10:14,2025-09-04T17:19:14,15.341191,74.989222,"The complainant Yashasvi Mishra reported that on 2025-09-04 at about 15:19 hours, Aachal Narasimhan committed an offence of attempt to murder involving Chaitanya Memon within the limits of Hubballi-Dharwad City PS, Hubballi-Dharwad. A case has been registered under Section 307 IPC and investigation is in progress at Hubballi-Dharwad City PS."
6628,104500046202600047,202600047,2025-06-11,1107,46,1,3,2,8,5,22,2025-06-10T06:53:12,2025-06-10T07:59:12,2025-06-10T09:53:12,15.127535,76.9218,"The complainant Divya Sidhu reported that on 2025-06-10 at about 06:53 hours, Neel Dara committed an offence of motor vehicle theft involving Watika Ray within the limits of Ballari South PS, Ballari. A case has been registered under Section 379 IPC, Section 381 IPC and investigation is in progress at Ballari South PS."
6629,104570091202600045,202600045,2026-03-13,206,91,1,2,2,7,1,,2026-03-10T16:46:39,2026-03-10T19:38:39,2026-03-13T09:46:39,12.416965,76.846657,"The complainant Advay Cherian reported that on 2026-03-10 at about 16:46 hours, Samaksh Pandit, Fitan Karpe, Girik Dugar, Yagnesh Subramaniam, Yamini Dewan, Jeremiah Puri, Logan Kakar and Saanvi Pau committed an offence of theft involving Advay Cherian within the limits of Mandya City PS, Mandya. Power to the premises was cut before entry through the terrace door. A case has been registered under Section 379 IPC and investigation is in progress at Mandya City PS."
6630,104540071202600061,202600061,2025-08-16,338,71,1,1,3,14,3,,2025-08-15T08:22:05,2025-08-15T10:19:05,2025-08-16T00:22:05,14.423996,75.902956,"The complainant Vansha Ben reported that on 2025-08-15 at about 08:22 hours, Chatura Pall and Henry Comar committed an offence of dowry death involving Vansha Ben within the limits of Davanagere Rural PS, Davanagere. A case has been registered under Section 304B IPC and investigation is in progress at Davanagere Rural PS."
6631,304550083202600010,202600010,2025-09-07,35,83,2,1,1,3,1,,2025-09-06T23:40:14,2025-09-06T23:54:14,2025-09-07T03:40:14,13.318459,74.663612,"The complainant Matthew Vig reported that on 2025-09-06 at about 23:40 hours, Madhav Choudhary, Kiaan Rana and Robert More committed an offence of culpable homicide involving Matthew Vig within the limits of Udupi East PS, Udupi. A case has been registered under Section 304 IPC and investigation is in progress at Udupi East PS."
6632,104470030202600057,202600057,2025-09-13,206,30,1,1,1,6,1,,2025-09-11T05:01:19,2025-09-11T06:32:19,2025-09-13T16:01:19,15.94191,74.43113,"The complainant Owen Rai reported that on 2025-09-11 at about 05:01 hours, Akshay Ray committed an offence of kidnapping involving Owen Rai within the limits of Belagavi South PS, Belagavi. A case has been registered under Section 363 IPC, Section 365 IPC and investigation is in progress at Belagavi South PS."
6633,104450016202600054,202600054,2026-03-12,1054,16,1,3,3,15,4,,2026-03-07T17:32:11,2026-03-07T18:35:11,2026-03-10T14:32:11,12.355323,76.745593,"The complainant Upma Pillai reported that on 2026-03-07 at about 17:32 hours, Alexander Bal and Hema Talwar committed an offence of cruelty by husband involving Upma Pillai within the limits of Mysuru North PS, Mysuru. A case has been registered under Section 498A IPC and investigation is in progress at Mysuru North PS."
6634,104500045202600049,202600049,2026-01-18,996,45,1,3,2,12,1,,2026-01-15T12:05:14,2026-01-15T14:01:14,2026-01-18T01:05:14,15.034402,77.017297,"The complainant Rachit Date reported that on 2026-01-15 at about 12:05 hours, Harsh Shah committed an offence of extortion involving Nisha Radhakrishnan within the limits of Ballari North PS, Ballari. A case has been registered under Section 384 IPC and investigation is in progress at Ballari North PS."
6635,104500046202600048,202600048,2025-04-23,520,46,1,2,2,13,1,,2025-04-21T17:35:02,2025-04-21T19:43:02,2025-04-23T03:35:02,15.258403,76.873152,"The complainant Simon Saxena reported that on 2025-04-21 at about 17:35 hours, Quincy Chakraborty and Samesh Shetty committed an offence of criminal trespass involving Simon Saxena within the limits of Ballari South PS, Ballari. A case has been registered under Section 447 IPC and investigation is in progress at Ballari South PS."
6636,104450015202600049,202600049,2025-01-07,379,15,1,2,2,9,1,,2025-01-05T03:18:41,2025-01-05T06:53:41,2025-01-06T12:18:41,12.258854,76.743028,"The complainant Lopa Bahl reported that on 2025-01-05 at about 03:18 hours, Ekavir Shetty committed an offence of burglary involving Lopa Bahl within the limits of Mysuru Rural PS, Mysuru. A case has been registered under Section 457 IPC, Section 380 IPC and investigation is in progress at Mysuru Rural PS."
6637,104530064202600059,202600059,2026-03-03,999,64,1,1,2,11,2,31,2026-02-27T07:05:51,2026-02-27T07:43:51,2026-03-02T02:05:51,13.31908,77.136681,"The complainant Varenya De reported that on 2026-02-27 at about 07:05 hours, Ishaan Bains committed an offence of dacoity involving Isha Kothari within the limits of Tumakuru South PS, Tumakuru. A case has been registered under Section 395 IPC and investigation is in progress at Tumakuru South PS."
6638,404450016202600008,202600008,2026-01-03,585,16,3,3,1,4,2,9,2025-12-31T14:02:03,2025-12-31T15:49:03,2026-01-02T03:02:03,12.212272,76.416063,"The complainant Veer Hora reported that on 2025-12-31 at about 14:02 hours, Upadhriti Mallick, Baljiwan Grover and Aarnav Narayanan committed an offence of grievous hurt involving Siya Sandal within the limits of Mysuru North PS, Mysuru. A duplicate key cut during an earlier recce was used to enter the unoccupied premises. A case has been registered under Section 325 IPC and investigation is in progress at Mysuru North PS."
6639,104540073202600054,202600054,2025-05-21,459,73,1,1,1,1,3,,2025-05-18T04:52:04,2025-05-18T05:44:04,2025-05-20T02:52:04,14.470575,76.067274,"The complainant Bhavani Deshpande reported that on 2025-05-18 at about 04:52 hours, Tejas D’Alia committed an offence of murder involving Orinder Mani within the limits of Davanagere South PS, Davanagere. A case has been registered under Section 302 IPC and investigation is in progress at Davanagere South PS."
6640,104430004202600052,202600052,2025-04-26,328,4,1,2,4,19,4,,2025-04-24T19:24:07,2025-04-24T22:47:07,2025-04-25T07:24:07,12.954909,77.696925,"The complainant Krish Atwal reported that on 2025-04-24 at about 19:24 hours, Samaksh Pandit, Logan Kakar and Yamini Dewan committed an offence of forgery involving Saksham Chanda within the limits of Bengaluru South PS, Bengaluru Urban. Power to the premises was cut before entry through the terrace door. A case has been registered under Section 468 IPC and investigation is in progress at Bengaluru South PS."
6641,804510048202600004,202600004,2025-04-08,665,48,4,1,3,14,1,,2025-04-06T23:33:29,2025-04-07T03:19:29,2025-04-07T18:33:29,16.953973,75.62402,"The complainant Nathaniel Sankaran reported that on 2025-04-06 at about 23:33 hours, Robert Venkatesh and Nathaniel Bhat committed an offence of dowry death involving Gayathri Oommen within the limits of Vijayapura City PS, Vijayapura. A case has been registered under Section 304B IPC and investigation is in progress at Vijayapura City PS."
6642,104460025202600041,202600041,2025-12-01,747,25,1,2,1,5,5,10,2025-11-30T23:06:25,2025-12-01T01:22:25,2025-12-01T08:06:25,13.044094,74.786154,"The complainant Osha Grewal reported that on 2025-11-30 at about 23:06 hours, Samar Arya committed an offence of hurt involving Osha Grewal within the limits of Dakshina Market PS, Dakshina Kannada. A case has been registered under Section 323 IPC and investigation is in progress at Dakshina Market PS."
6643,104430009202600063,202600063,2026-01-22,692,9,1,3,2,12,3,,2026-01-19T05:32:57,2026-01-19T06:28:57,2026-01-20T23:32:57,12.8983,77.764387,"The complainant Bachittar Mandal reported that on 2026-01-19 at about 05:32 hours, Arin Baral, Charan Verma, Anmol Kanda, Jack Bhatnagar, Rishi Singh, Harshil Vasa and Karan Ghosh committed an offence of extortion involving Andrew Om within the limits of Bengaluru Town PS, Bengaluru Urban. The group ran a fake online marketplace listing and collected advances over UPI. A case has been registered under Section 384 IPC and investigation is in progress at Bengaluru Town PS."
6644,104530066202600060,202600060,2026-01-26,761,66,1,2,5,23,1,,2026-01-22T02:39:54,2026-01-22T05:42:54,2026-01-24T14:39:54,13.291129,77.075178,"The complainant Matthew Shenoy reported that on 2026-01-22 at about 02:39 hours, Harrison Savant, Manan Sen and Qarin Hegde committed an offence of excise involving Warhi Dhingra within the limits of Tumakuru West PS, Tumakuru. Houses marked with chalk earlier in the day were hit within minutes and cleared of gold. A case has been registered under Section 32 KE and investigation is in progress at Tumakuru West PS."
6645,404470027202600005,202600005,2025-08-20,179,27,3,1,1,2,4,,2025-08-19T01:56:07,2025-08-19T05:52:07,2025-08-19T05:56:07,15.843055,74.48859,"The complainant Naksh Kohli reported that on 2025-08-19 at about 01:56 hours, Frederick Ratta committed an offence of attempt to murder involving Lopa Parmer within the limits of Belagavi City PS, Belagavi. A case has been registered under Section 307 IPC and investigation is in progress at Belagavi City PS."
6646,404570091202600007,202600007,2025-11-29,920,91,3,1,3,17,5,44,2025-11-26T19:47:11,2025-11-26T22:29:11,2025-11-29T01:47:11,12.55056,76.896465,"The complainant Vasana Tiwari reported that on 2025-11-26 at about 19:47 hours, Advaith Devi committed an offence of kidnapping of woman involving Jagrati Dalal within the limits of Mandya City PS, Mandya. A case has been registered under Section 366 IPC and investigation is in progress at Mandya City PS."
6647,104440013202600065,202600065,2025-02-13,1148,13,1,3,1,4,2,4,2025-02-12T02:39:50,2025-02-12T05:05:50,2025-02-13T14:39:50,13.215424,77.654345,"The complainant Ryan Kuruvilla reported that on 2025-02-12 at about 02:39 hours, Faraj Bassi committed an offence of grievous hurt involving Zaitra Andra within the limits of Bengaluru South PS, Bengaluru Rural. A case has been registered under Section 325 IPC and investigation is in progress at Bengaluru South PS."
6648,104550079202600051,202600051,2025-04-07,968,79,1,2,4,18,5,37,2025-04-04T01:51:26,2025-04-04T03:05:26,2025-04-06T22:51:26,13.217275,74.732068,"The complainant Urmi Parikh reported that on 2025-04-04 at about 01:51 hours, Kai Kumer and Onkar Yogi committed an offence of cheating involving Urmi Parikh within the limits of Udupi City PS, Udupi. A case has been registered under Section 420 IPC and investigation is in progress at Udupi City PS."
6649,104490039202600062,202600062,2026-02-11,947,39,1,2,4,20,3,,2026-02-08T11:38:15,2026-02-08T13:40:15,2026-02-10T17:38:15,15.3509,75.116778,"The complainant Balveer Sinha reported that on 2026-02-08 at about 11:38 hours, Faraj Patla and Gunbir Nadkarni committed an offence of criminal breach of trust involving Balveer Sinha within the limits of Hubballi-Dharwad Rural PS, Hubballi-Dharwad. Entry was made by cutting the rear window grille in the pre-dawn hours. A case has been registered under Section 406 IPC and investigation is in progress at Hubballi-Dharwad Rural PS."
6650,104430001202600038,202600038,2025-07-17,920,1,1,1,3,17,2,1,2025-07-13T09:24:48,2025-07-13T10:30:48,2025-07-15T21:24:48,12.989113,77.75841,"The complainant Ekiya Badal reported that on 2025-07-13 at about 09:24 hours, Jairaj Pai and Jeremiah Minhas committed an offence of kidnapping of woman involving Logan Nagarajan within the limits of Bengaluru City PS, Bengaluru Urban. A case has been registered under Section 366 IPC and investigation is in progress at Bengaluru City PS."
6651,104520060202600057,202600057,2025-01-20,277,60,1,3,1,5,3,,2025-01-19T00:54:38,2025-01-19T02:17:38,2025-01-19T16:54:38,13.952718,75.495968,"The complainant Henry Bora reported that on 2025-01-19 at about 00:54 hours, Krishna Chadha committed an offence of hurt involving Upkaar Mane within the limits of Shivamogga South PS, Shivamogga. A case has been registered under Section 323 IPC and investigation is in progress at Shivamogga South PS."
6652,304530066202600004,202600004,2025-11-21,791,66,2,1,3,17,1,,2025-11-18T22:33:53,2025-11-18T23:58:53,2025-11-19T20:33:53,13.304649,77.109037,"The complainant Krishna Deep reported that on 2025-11-18 at about 22:33 hours, Timothy Kota committed an offence of kidnapping of woman involving Yashvi Khalsa within the limits of Tumakuru West PS, Tumakuru. A case has been registered under Section 366 IPC and investigation is in progress at Tumakuru West PS."
6653,104560089202600072,202600072,2026-04-15,478,89,1,1,1,2,2,40,2026-04-12T20:05:51,2026-04-12T22:48:51,2026-04-14T14:05:51,12.830798,76.058337,"The complainant Samesh Kanda reported that on 2026-04-12 at about 20:05 hours, Oliver Tella and Manbir Dugal committed an offence of attempt to murder involving Maya Nagi within the limits of Hassan North PS, Hassan. A case has been registered under Section 307 IPC and investigation is in progress at Hassan North PS."
